transaction_id,date,order_time,serve_time,weekday,customer_type,total_amount,payment_method,dine_type,table_id,staff_id,guest_count,order_items,wait_time_min,avg_spend_per_guest
TXN00393,2021-07-28,19:55,20:06,Wednesday,New,400,Cash,TakeOut,,S1,2,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",11.0,200.0
TXN00272,2021-07-29,08:13,08:23,Thursday,Returning,310,MobilePay,DineIn,T4,S2,1,"[{""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}, {""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}]",10.0,310.0
TXN00333,2021-07-29,09:55,10:07,Thursday,Returning,320,MobilePay,DineIn,T3,S2,2,"[{""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}]",12.0,160.0
TXN00260,2021-07-29,10:52,11:03,Thursday,Returning,1040,Cash,DineIn,T7,S3,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",11.0,520.0
TXN00438,2021-07-29,13:32,13:37,Thursday,Returning,460,Cash,DineIn,T10,S3,3,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",5.0,153.33333333333334
TXN00404,2021-07-30,09:55,10:03,Friday,Returning,830,Credit,DineIn,T5,S4,2,"[{""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}]",8.0,415.0
TXN00342,2021-07-30,10:24,10:35,Friday,New,170,MobilePay,DineIn,T4,S2,1,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",11.0,170.0
TXN00295,2021-07-30,11:06,11:18,Friday,Returning,1030,Cash,DineIn,T5,S4,3,"[{""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",12.0,343.3333333333333
TXN00337,2021-07-30,13:46,13:55,Friday,New,800,Credit,DineIn,T7,S2,2,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",9.0,400.0
TXN00367,2021-07-30,14:49,15:01,Friday,Returning,170,MobilePay,DineIn,T9,S1,1,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",12.0,170.0
TXN00299,2021-07-31,09:19,09:27,Saturday,New,170,MobilePay,TakeOut,,S2,2,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",8.0,85.0
TXN00268,2021-07-31,11:57,12:02,Saturday,Returning,400,Credit,DineIn,T4,S2,2,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",5.0,200.0
TXN00357,2021-07-31,13:12,13:20,Saturday,Returning,670,Credit,DineIn,T1,S1,2,"[{""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}]",8.0,335.0
TXN00320,2021-07-31,14:23,14:33,Saturday,Returning,1110,Cash,DineIn,T4,S1,4,"[{""product"": ""IceDrip"", ""qty"": 3, ""unit_price"": 150}, {""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",10.0,277.5
TXN00382,2021-07-31,15:14,15:19,Saturday,Returning,120,Credit,TakeOut,,S3,2,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",5.0,60.0
TXN00278,2021-07-31,19:11,19:20,Saturday,Returning,680,Credit,DineIn,T7,S4,3,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",9.0,226.66666666666666
TXN00524,2021-08-01,12:25,12:32,Sunday,New,520,MobilePay,DineIn,T1,S2,2,"[{""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",7.0,260.0
TXN00527,2021-08-01,12:33,12:44,Sunday,Returning,370,MobilePay,DineIn,T8,S2,3,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",11.0,123.33333333333333
TXN00475,2021-08-01,13:35,13:47,Sunday,Returning,510,Credit,TakeOut,,S2,1,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",12.0,510.0
TXN00546,2021-08-01,14:28,14:34,Sunday,Returning,800,MobilePay,DineIn,T9,S1,3,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}, {""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}]",6.0,266.6666666666667
TXN00565,2021-08-01,15:17,15:29,Sunday,Returning,680,MobilePay,DineIn,T4,S4,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",12.0,340.0
TXN00617,2021-08-01,16:10,16:16,Sunday,Returning,1420,Cash,DineIn,T7,S2,4,"[{""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}, {""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}]",6.0,355.0
TXN00566,2021-08-01,20:56,21:05,Sunday,Returning,600,Cash,DineIn,T10,S2,2,"[{""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",9.0,300.0
TXN00603,2021-08-02,10:51,11:02,Monday,New,540,MobilePay,TakeOut,,S2,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",11.0,270.0
TXN00576,2021-08-02,11:47,12:01,Monday,Returning,280,MobilePay,DineIn,T8,S3,2,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}]",14.0,140.0
TXN00601,2021-08-02,12:28,12:36,Monday,New,540,Credit,DineIn,T7,S3,3,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",8.0,180.0
TXN00629,2021-08-02,14:06,14:16,Monday,Returning,290,Credit,DineIn,T5,S2,2,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}]",10.0,145.0
TXN00481,2021-08-02,15:12,15:18,Monday,New,830,Cash,DineIn,T10,S3,1,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}]",6.0,830.0
TXN00464,2021-08-02,17:40,17:50,Monday,Returning,1000,MobilePay,DineIn,T2,S2,3,"[{""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}, {""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}]",10.0,333.3333333333333
TXN00585,2021-08-02,17:45,17:57,Monday,New,660,Cash,DineIn,T3,S1,3,"[{""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}, {""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}, {""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}]",12.0,220.0
TXN00621,2021-08-02,19:47,19:58,Monday,Returning,1330,MobilePay,DineIn,T5,S4,4,"[{""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}, {""product"": ""CinnamonRoll"", ""qty"": 3, ""unit_price"": 170}, {""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}]",11.0,332.5
TXN00471,2021-08-02,20:04,20:19,Monday,New,340,Credit,TakeOut,,S3,1,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",15.0,340.0
TXN00504,2021-08-02,20:22,20:36,Monday,New,830,Credit,DineIn,T7,S2,3,"[{""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",14.0,276.6666666666667
TXN00512,2021-08-02,20:54,21:03,Monday,New,1590,MobilePay,DineIn,T6,S1,4,"[{""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""Sandwich"", ""qty"": 3, ""unit_price"": 250}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",9.0,397.5
TXN00606,2021-08-03,10:38,10:45,Tuesday,Returning,340,Cash,TakeOut,,S1,2,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",7.0,170.0
TXN00515,2021-08-03,11:00,11:10,Tuesday,Returning,470,MobilePay,DineIn,T4,S1,1,"[{""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}]",10.0,470.0
TXN00623,2021-08-03,15:47,15:56,Tuesday,Returning,1420,Credit,DineIn,T4,S3,4,"[{""product"": ""EarlGrey"", ""qty"": 3, ""unit_price"": 160}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""ShaddockSparkling"", ""qty"": 3, ""unit_price"": 160}]",9.0,355.0
TXN00501,2021-08-03,16:20,16:29,Tuesday,Returning,610,Cash,DineIn,T1,S2,1,"[{""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}, {""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}]",9.0,610.0
TXN00494,2021-08-03,16:48,16:58,Tuesday,Returning,170,Credit,TakeOut,,S4,2,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}]",10.0,85.0
TXN00614,2021-08-03,17:43,17:53,Tuesday,Returning,340,MobilePay,DineIn,T4,S3,1,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",10.0,340.0
TXN00500,2021-08-03,18:50,19:02,Tuesday,New,300,Credit,DineIn,T8,S1,1,"[{""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",12.0,300.0
TXN00503,2021-08-04,08:27,08:40,Wednesday,Returning,330,Cash,DineIn,T6,S3,2,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}]",13.0,165.0
TXN00577,2021-08-04,11:42,11:51,Wednesday,Returning,810,Credit,DineIn,T9,S4,1,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}]",9.0,810.0
TXN00604,2021-08-04,13:57,14:04,Wednesday,Returning,520,MobilePay,DineIn,T4,S2,2,"[{""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",7.0,260.0
TXN00589,2021-08-04,14:13,14:27,Wednesday,Returning,780,Credit,DineIn,T9,S1,3,"[{""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}, {""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",14.0,260.0
TXN00630,2021-08-04,17:29,17:38,Wednesday,New,620,MobilePay,DineIn,T7,S3,3,"[{""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",9.0,206.66666666666666
TXN00624,2021-08-05,12:01,12:15,Thursday,New,410,Credit,TakeOut,,S1,1,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}]",14.0,410.0
TXN00507,2021-08-05,13:55,14:05,Thursday,New,680,MobilePay,DineIn,T1,S2,3,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",10.0,226.66666666666666
TXN00509,2021-08-05,15:56,16:06,Thursday,Returning,680,Cash,DineIn,T10,S4,2,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",10.0,340.0
TXN00610,2021-08-05,16:02,16:08,Thursday,New,680,Credit,DineIn,T6,S2,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",6.0,340.0
TXN00519,2021-08-05,17:15,17:30,Thursday,New,740,MobilePay,DineIn,T7,S2,2,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",15.0,370.0
TXN00538,2021-08-06,12:34,12:49,Friday,Returning,320,Credit,DineIn,T9,S4,2,"[{""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}]",15.0,160.0
TXN00605,2021-08-06,14:04,14:19,Friday,Returning,240,Cash,DineIn,T10,S4,1,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}]",15.0,240.0
TXN00550,2021-08-06,17:22,17:27,Friday,Returning,580,Credit,TakeOut,,S1,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}]",5.0,290.0
TXN00541,2021-08-06,20:42,20:54,Friday,Returning,290,Credit,TakeOut,,S4,2,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",12.0,145.0
TXN00496,2021-08-07,11:08,11:23,Saturday,New,2420,Credit,DineIn,T5,S1,4,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Sandwich"", ""qty"": 3, ""unit_price"": 250}, {""product"": ""EarlGrey"", ""qty"": 3, ""unit_price"": 160}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""CinnamonRoll"", ""qty"": 3, ""unit_price"": 170}]",15.0,605.0
TXN00517,2021-08-07,12:44,12:56,Saturday,New,1010,MobilePay,DineIn,T4,S2,3,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",12.0,336.6666666666667
TXN00608,2021-08-07,13:05,13:20,Saturday,New,340,Cash,TakeOut,,S2,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",15.0,170.0
TXN00455,2021-08-07,14:54,15:07,Saturday,New,1960,MobilePay,DineIn,T6,S2,4,"[{""product"": ""AuLait"", ""qty"": 3, ""unit_price"": 200}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""Tiramisu"", ""qty"": 3, ""unit_price"": 170}, {""product"": ""CinnamonRoll"", ""qty"": 3, ""unit_price"": 170}]",13.0,490.0
TXN00626,2021-08-07,15:03,15:16,Saturday,Returning,550,Cash,DineIn,T5,S4,3,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}, {""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}]",13.0,183.33333333333334
TXN00613,2021-08-07,15:17,15:23,Saturday,Returning,340,Cash,DineIn,T4,S3,2,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",6.0,170.0
TXN00543,2021-08-07,15:48,16:02,Saturday,New,240,Credit,DineIn,T1,S1,1,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}]",14.0,240.0
TXN00488,2021-08-07,17:38,17:44,Saturday,Returning,440,Credit,DineIn,T9,S4,2,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}]",6.0,220.0
TXN00491,2021-08-08,08:31,08:43,Sunday,Returning,370,Cash,DineIn,T8,S4,3,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",12.0,123.33333333333333
TXN00499,2021-08-08,09:28,09:42,Sunday,Returning,600,Credit,TakeOut,,S2,1,"[{""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",14.0,600.0
TXN00516,2021-08-08,12:50,12:56,Sunday,Returning,290,Credit,DineIn,T7,S4,1,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",6.0,290.0
TXN00590,2021-08-08,14:56,15:07,Sunday,New,500,Cash,TakeOut,,S1,2,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}]",11.0,250.0
TXN00628,2021-08-08,15:04,15:19,Sunday,Returning,1040,Credit,DineIn,T8,S2,2,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",15.0,520.0
TXN00544,2021-08-09,12:04,12:15,Monday,Returning,660,Credit,DineIn,T10,S1,1,"[{""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}]",11.0,660.0
TXN00557,2021-08-09,15:28,15:33,Monday,New,1150,MobilePay,DineIn,T2,S4,4,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}, {""product"": ""CinnamonRoll"", ""qty"": 3, ""unit_price"": 170}, {""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}]",5.0,287.5
TXN00506,2021-08-09,16:37,16:43,Monday,Returning,440,Cash,DineIn,T4,S3,3,"[{""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}]",6.0,146.66666666666666
TXN00472,2021-08-10,09:55,10:10,Tuesday,Returning,340,MobilePay,TakeOut,,S1,1,"[{""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",15.0,340.0
TXN00547,2021-08-10,10:35,10:48,Tuesday,Returning,340,Cash,TakeOut,,S4,2,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",13.0,170.0
TXN00631,2021-08-10,10:56,11:03,Tuesday,Returning,740,Credit,DineIn,T6,S1,2,"[{""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}, {""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",7.0,370.0
TXN00591,2021-08-10,11:30,11:38,Tuesday,Returning,320,Cash,TakeOut,,S1,1,"[{""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}]",8.0,320.0
TXN00602,2021-08-10,19:08,19:21,Tuesday,Returning,1080,Credit,DineIn,T10,S4,3,"[{""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",13.0,360.0
TXN00462,2021-08-10,19:18,19:31,Tuesday,Returning,290,Credit,DineIn,T1,S4,1,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}]",13.0,290.0
TXN00582,2021-08-11,08:56,09:02,Wednesday,Returning,960,MobilePay,DineIn,T2,S1,1,"[{""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",6.0,960.0
TXN00580,2021-08-11,14:44,14:52,Wednesday,New,1120,Cash,DineIn,T10,S4,2,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",8.0,560.0
TXN00474,2021-08-11,18:22,18:28,Wednesday,Returning,600,MobilePay,TakeOut,,S1,1,"[{""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",6.0,600.0
TXN00485,2021-08-11,18:37,18:44,Wednesday,Returning,300,Cash,TakeOut,,S1,1,"[{""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",7.0,300.0
TXN00456,2021-08-12,10:49,10:55,Thursday,New,1010,MobilePay,DineIn,T3,S4,3,"[{""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""CinnamonRoll"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}]",6.0,336.6666666666667
TXN00542,2021-08-12,13:04,13:16,Thursday,Returning,1530,Credit,DineIn,T1,S1,4,"[{""product"": ""Tiramisu"", ""qty"": 1, ""unit_price"": 170}, {""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}, {""product"": ""Sandwich"", ""qty"": 2, ""unit_price"": 250}]",12.0,382.5
TXN00528,2021-08-12,18:11,18:20,Thursday,Returning,440,MobilePay,DineIn,T1,S1,3,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""AuLait"", ""qty"": 1, ""unit_price"": 200}]",9.0,146.66666666666666
TXN00534,2021-08-13,12:21,12:33,Friday,New,160,MobilePay,TakeOut,,S4,1,"[{""product"": ""ShaddockSparkling"", ""qty"": 1, ""unit_price"": 160}]",12.0,160.0
TXN00586,2021-08-13,13:00,13:14,Friday,Returning,390,Credit,DineIn,T10,S1,2,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""IceDrip"", ""qty"": 1, ""unit_price"": 150}]",14.0,195.0
TXN00551,2021-08-13,13:10,13:22,Friday,Returning,680,Cash,DineIn,T9,S2,3,"[{""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}, {""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""Sandwich"", ""qty"": 1, ""unit_price"": 250}]",12.0,226.66666666666666
TXN00609,2021-08-13,14:03,14:15,Friday,New,580,MobilePay,DineIn,T1,S2,3,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}]",12.0,193.33333333333334
TXN00588,2021-08-13,15:51,15:59,Friday,Returning,1620,Cash,DineIn,T4,S4,4,"[{""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""Tiramisu"", ""qty"": 3, ""unit_price"": 170}, {""product"": ""Sandwich"", ""qty"": 3, ""unit_price"": 250}]",8.0,405.0
TXN00522,2021-08-13,16:07,16:20,Friday,Returning,240,Cash,DineIn,T10,S3,2,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}]",13.0,120.0
TXN00574,2021-08-14,08:53,09:01,Saturday,Returning,460,Cash,DineIn,T10,S3,3,"[{""product"": ""Americano"", ""qty"": 1, ""unit_price"": 120}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}]",8.0,153.33333333333334
TXN00536,2021-08-14,08:58,09:03,Saturday,New,1080,MobilePay,DineIn,T5,S4,3,"[{""product"": ""Americano"", ""qty"": 2, ""unit_price"": 120}, {""product"": ""Tiramisu"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""EarlGrey"", ""qty"": 2, ""unit_price"": 160}]",5.0,360.0
TXN00505,2021-08-14,09:19,09:30,Saturday,Returning,1280,Cash,DineIn,T1,S3,3,"[{""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""ShaddockSparkling"", ""qty"": 2, ""unit_price"": 160}, {""product"": ""IceDrip"", ""qty"": 2, ""unit_price"": 150}]",11.0,426.6666666666667
TXN00461,2021-08-14,09:45,09:59,Saturday,New,920,Cash,DineIn,T10,S2,1,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}, {""product"": ""PourOver"", ""qty"": 2, ""unit_price"": 180}, {""product"": ""EarlGrey"", ""qty"": 1, ""unit_price"": 160}]",14.0,920.0
TXN00457,2021-08-14,11:50,11:56,Saturday,New,400,MobilePay,DineIn,T5,S4,2,"[{""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",6.0,200.0
TXN00489,2021-08-14,13:51,13:58,Saturday,New,920,Cash,DineIn,T1,S4,3,"[{""product"": ""PourOver"", ""qty"": 1, ""unit_price"": 180}, {""product"": ""CinnamonRoll"", ""qty"": 2, ""unit_price"": 170}, {""product"": ""AuLait"", ""qty"": 2, ""unit_price"": 200}]",7.0,306.6666666666667
