transaction_id,date,month,customer_type,dine_type,guest_count,product,qty,unit_price,total_price
TXN00325,2021-07-20,2021-07,Returning,DineIn,2,Americano,2,120,240
TXN00325,2021-07-20,2021-07,Returning,DineIn,2,Tiramisu,1,170,170
TXN00451,2021-07-20,2021-07,New,DineIn,2,PourOver,2,180,360
TXN00451,2021-07-20,2021-07,New,DineIn,2,CinnamonRoll,1,170,170
TXN00335,2021-07-20,2021-07,New,DineIn,1,Sandwich,2,250,500
TXN00308,2021-07-21,2021-07,New,DineIn,1,AuLait,2,200,400
TXN00308,2021-07-21,2021-07,New,DineIn,1,CinnamonRoll,1,170,170
TXN00308,2021-07-21,2021-07,New,DineIn,1,Americano,1,120,120
TXN00269,2021-07-21,2021-07,Returning,TakeOut,1,AuLait,2,200,400
TXN00269,2021-07-21,2021-07,Returning,TakeOut,1,IceDrip,2,150,300
TXN00381,2021-07-21,2021-07,New,DineIn,2,Tiramisu,1,170,170
TXN00381,2021-07-21,2021-07,New,DineIn,2,AuLait,2,200,400
TXN00364,2021-07-22,2021-07,New,DineIn,1,AuLait,2,200,400
TXN00448,2021-07-22,2021-07,Returning,DineIn,1,Sandwich,2,250,500
TXN00448,2021-07-22,2021-07,Returning,DineIn,1,Americano,2,120,240
TXN00285,2021-07-22,2021-07,Returning,DineIn,1,Americano,2,120,240
TXN00285,2021-07-22,2021-07,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00285,2021-07-22,2021-07,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00270,2021-07-22,2021-07,Returning,DineIn,2,PourOver,1,180,180
TXN00270,2021-07-22,2021-07,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00270,2021-07-22,2021-07,Returning,DineIn,2,Tiramisu,2,170,340
TXN00351,2021-07-22,2021-07,Returning,DineIn,3,AuLait,2,200,400
TXN00351,2021-07-22,2021-07,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00351,2021-07-22,2021-07,Returning,DineIn,3,AuLait,2,200,400
TXN00345,2021-07-22,2021-07,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00318,2021-07-22,2021-07,Returning,DineIn,4,ShaddockSparkling,1,160,160
TXN00318,2021-07-22,2021-07,Returning,DineIn,4,EarlGrey,3,160,480
TXN00318,2021-07-22,2021-07,Returning,DineIn,4,Tiramisu,2,170,340
TXN00318,2021-07-22,2021-07,Returning,DineIn,4,Tiramisu,1,170,170
TXN00318,2021-07-22,2021-07,Returning,DineIn,4,Americano,3,120,360
TXN00288,2021-07-22,2021-07,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00288,2021-07-22,2021-07,Returning,DineIn,3,Tiramisu,2,170,340
TXN00349,2021-07-22,2021-07,Returning,DineIn,1,Tiramisu,2,170,340
TXN00256,2021-07-22,2021-07,Returning,TakeOut,2,IceDrip,2,150,300
TXN00256,2021-07-22,2021-07,Returning,TakeOut,2,AuLait,1,200,200
TXN00263,2021-07-22,2021-07,New,DineIn,4,ShaddockSparkling,1,160,160
TXN00263,2021-07-22,2021-07,New,DineIn,4,Americano,1,120,120
TXN00263,2021-07-22,2021-07,New,DineIn,4,EarlGrey,3,160,480
TXN00263,2021-07-22,2021-07,New,DineIn,4,CinnamonRoll,1,170,170
TXN00370,2021-07-23,2021-07,New,DineIn,2,PourOver,1,180,180
TXN00370,2021-07-23,2021-07,New,DineIn,2,EarlGrey,1,160,160
TXN00370,2021-07-23,2021-07,New,DineIn,2,CinnamonRoll,2,170,340
TXN00306,2021-07-23,2021-07,Returning,DineIn,2,AuLait,2,200,400
TXN00426,2021-07-24,2021-07,New,DineIn,2,EarlGrey,1,160,160
TXN00426,2021-07-24,2021-07,New,DineIn,2,Tiramisu,2,170,340
TXN00426,2021-07-24,2021-07,New,DineIn,2,PourOver,2,180,360
TXN00258,2021-07-24,2021-07,Returning,DineIn,1,Sandwich,1,250,250
TXN00258,2021-07-24,2021-07,Returning,DineIn,1,Americano,1,120,120
TXN00398,2021-07-24,2021-07,New,DineIn,1,EarlGrey,2,160,320
TXN00398,2021-07-24,2021-07,New,DineIn,1,Tiramisu,2,170,340
TXN00398,2021-07-24,2021-07,New,DineIn,1,AuLait,1,200,200
TXN00294,2021-07-24,2021-07,Returning,DineIn,2,AuLait,2,200,400
TXN00294,2021-07-24,2021-07,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00294,2021-07-24,2021-07,Returning,DineIn,2,EarlGrey,1,160,160
TXN00399,2021-07-24,2021-07,New,TakeOut,1,AuLait,2,200,400
TXN00421,2021-07-25,2021-07,New,DineIn,1,AuLait,1,200,200
TXN00421,2021-07-25,2021-07,New,DineIn,1,Americano,1,120,120
TXN00421,2021-07-25,2021-07,New,DineIn,1,PourOver,2,180,360
TXN00392,2021-07-25,2021-07,New,DineIn,3,IceDrip,2,150,300
TXN00392,2021-07-25,2021-07,New,DineIn,3,ShaddockSparkling,2,160,320
TXN00392,2021-07-25,2021-07,New,DineIn,3,CinnamonRoll,2,170,340
TXN00392,2021-07-25,2021-07,New,DineIn,3,Sandwich,1,250,250
TXN00384,2021-07-25,2021-07,Returning,DineIn,3,AuLait,1,200,200
TXN00384,2021-07-25,2021-07,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00384,2021-07-25,2021-07,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00400,2021-07-25,2021-07,Returning,DineIn,3,Americano,2,120,240
TXN00400,2021-07-25,2021-07,Returning,DineIn,3,AuLait,2,200,400
TXN00400,2021-07-25,2021-07,Returning,DineIn,3,Sandwich,1,250,250
TXN00444,2021-07-25,2021-07,Returning,DineIn,1,AuLait,2,200,400
TXN00444,2021-07-25,2021-07,Returning,DineIn,1,AuLait,2,200,400
TXN00387,2021-07-25,2021-07,New,DineIn,3,AuLait,1,200,200
TXN00387,2021-07-25,2021-07,New,DineIn,3,CinnamonRoll,1,170,170
TXN00391,2021-07-26,2021-07,Returning,DineIn,4,ShaddockSparkling,1,160,160
TXN00391,2021-07-26,2021-07,Returning,DineIn,4,Tiramisu,1,170,170
TXN00391,2021-07-26,2021-07,Returning,DineIn,4,Americano,2,120,240
TXN00391,2021-07-26,2021-07,Returning,DineIn,4,EarlGrey,3,160,480
TXN00434,2021-07-26,2021-07,New,DineIn,1,IceDrip,1,150,150
TXN00434,2021-07-26,2021-07,New,DineIn,1,CinnamonRoll,2,170,340
TXN00434,2021-07-26,2021-07,New,DineIn,1,CinnamonRoll,1,170,170
TXN00419,2021-07-26,2021-07,New,DineIn,1,ShaddockSparkling,1,160,160
TXN00289,2021-07-27,2021-07,New,DineIn,2,Americano,1,120,120
TXN00289,2021-07-27,2021-07,New,DineIn,2,EarlGrey,1,160,160
TXN00289,2021-07-27,2021-07,New,DineIn,2,ShaddockSparkling,2,160,320
TXN00321,2021-07-27,2021-07,New,DineIn,3,PourOver,1,180,180
TXN00321,2021-07-27,2021-07,New,DineIn,3,ShaddockSparkling,2,160,320
TXN00321,2021-07-27,2021-07,New,DineIn,3,IceDrip,2,150,300
TXN00321,2021-07-27,2021-07,New,DineIn,3,Sandwich,2,250,500
TXN00417,2021-07-27,2021-07,Returning,TakeOut,1,Tiramisu,1,170,170
TXN00439,2021-07-27,2021-07,New,TakeOut,2,EarlGrey,1,160,160
TXN00327,2021-07-28,2021-07,Returning,DineIn,3,Americano,2,120,240
TXN00327,2021-07-28,2021-07,Returning,DineIn,3,Americano,1,120,120
TXN00442,2021-07-28,2021-07,New,DineIn,3,Tiramisu,1,170,170
TXN00442,2021-07-28,2021-07,New,DineIn,3,IceDrip,2,150,300
TXN00442,2021-07-28,2021-07,New,DineIn,3,EarlGrey,1,160,160
TXN00442,2021-07-28,2021-07,New,DineIn,3,CinnamonRoll,2,170,340
TXN00454,2021-07-28,2021-07,Returning,TakeOut,1,AuLait,1,200,200
TXN00280,2021-07-28,2021-07,Returning,TakeOut,1,Tiramisu,1,170,170
TXN00280,2021-07-28,2021-07,Returning,TakeOut,1,Americano,2,120,240
TXN00347,2021-07-28,2021-07,Returning,DineIn,3,ShaddockSparkling,1,160,160
TXN00347,2021-07-28,2021-07,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00347,2021-07-28,2021-07,Returning,DineIn,3,EarlGrey,2,160,320
TXN00347,2021-07-28,2021-07,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00261,2021-07-28,2021-07,New,DineIn,2,Americano,1,120,120
TXN00261,2021-07-28,2021-07,New,DineIn,2,CinnamonRoll,2,170,340
TXN00261,2021-07-28,2021-07,New,DineIn,2,ShaddockSparkling,1,160,160
TXN00369,2021-07-28,2021-07,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00369,2021-07-28,2021-07,Returning,DineIn,3,Tiramisu,1,170,170
TXN00393,2021-07-28,2021-07,New,TakeOut,2,AuLait,2,200,400
TXN00272,2021-07-29,2021-07,Returning,DineIn,1,IceDrip,1,150,150
TXN00272,2021-07-29,2021-07,Returning,DineIn,1,ShaddockSparkling,1,160,160
TXN00333,2021-07-29,2021-07,Returning,DineIn,2,EarlGrey,2,160,320
TXN00260,2021-07-29,2021-07,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00260,2021-07-29,2021-07,Returning,DineIn,2,PourOver,2,180,360
TXN00260,2021-07-29,2021-07,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00438,2021-07-29,2021-07,Returning,DineIn,3,Tiramisu,2,170,340
TXN00438,2021-07-29,2021-07,Returning,DineIn,3,Americano,1,120,120
TXN00404,2021-07-30,2021-07,Returning,DineIn,2,EarlGrey,1,160,160
TXN00404,2021-07-30,2021-07,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00404,2021-07-30,2021-07,Returning,DineIn,2,Sandwich,2,250,500
TXN00342,2021-07-30,2021-07,New,DineIn,1,Tiramisu,1,170,170
TXN00295,2021-07-30,2021-07,Returning,DineIn,3,ShaddockSparkling,2,160,320
TXN00295,2021-07-30,2021-07,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00295,2021-07-30,2021-07,Returning,DineIn,3,Americano,2,120,240
TXN00295,2021-07-30,2021-07,Returning,DineIn,3,IceDrip,2,150,300
TXN00337,2021-07-30,2021-07,New,DineIn,2,Tiramisu,2,170,340
TXN00337,2021-07-30,2021-07,New,DineIn,2,Americano,1,120,120
TXN00337,2021-07-30,2021-07,New,DineIn,2,Tiramisu,2,170,340
TXN00367,2021-07-30,2021-07,Returning,DineIn,1,Tiramisu,1,170,170
TXN00299,2021-07-31,2021-07,New,TakeOut,2,Tiramisu,1,170,170
TXN00268,2021-07-31,2021-07,Returning,DineIn,2,AuLait,2,200,400
TXN00357,2021-07-31,2021-07,Returning,DineIn,2,PourOver,1,180,180
TXN00357,2021-07-31,2021-07,Returning,DineIn,2,ShaddockSparkling,2,160,320
TXN00357,2021-07-31,2021-07,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00320,2021-07-31,2021-07,Returning,DineIn,4,IceDrip,3,150,450
TXN00320,2021-07-31,2021-07,Returning,DineIn,4,PourOver,2,180,360
TXN00320,2021-07-31,2021-07,Returning,DineIn,4,IceDrip,2,150,300
TXN00382,2021-07-31,2021-07,Returning,TakeOut,2,Americano,1,120,120
TXN00278,2021-07-31,2021-07,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00278,2021-07-31,2021-07,Returning,DineIn,3,Tiramisu,2,170,340
TXN00524,2021-08-01,2021-08,New,DineIn,2,IceDrip,1,150,150
TXN00524,2021-08-01,2021-08,New,DineIn,2,CinnamonRoll,1,170,170
TXN00524,2021-08-01,2021-08,New,DineIn,2,AuLait,1,200,200
TXN00527,2021-08-01,2021-08,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00527,2021-08-01,2021-08,Returning,DineIn,3,AuLait,1,200,200
TXN00475,2021-08-01,2021-08,Returning,TakeOut,1,Tiramisu,1,170,170
TXN00475,2021-08-01,2021-08,Returning,TakeOut,1,Tiramisu,2,170,340
TXN00546,2021-08-01,2021-08,Returning,DineIn,3,Americano,2,120,240
TXN00546,2021-08-01,2021-08,Returning,DineIn,3,AuLait,1,200,200
TXN00546,2021-08-01,2021-08,Returning,DineIn,3,PourOver,2,180,360
TXN00565,2021-08-01,2021-08,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00565,2021-08-01,2021-08,Returning,DineIn,2,Tiramisu,1,170,170
TXN00565,2021-08-01,2021-08,Returning,DineIn,2,Tiramisu,1,170,170
TXN00617,2021-08-01,2021-08,Returning,DineIn,4,EarlGrey,2,160,320
TXN00617,2021-08-01,2021-08,Returning,DineIn,4,PourOver,2,180,360
TXN00617,2021-08-01,2021-08,Returning,DineIn,4,Americano,1,120,120
TXN00617,2021-08-01,2021-08,Returning,DineIn,4,IceDrip,2,150,300
TXN00617,2021-08-01,2021-08,Returning,DineIn,4,ShaddockSparkling,2,160,320
TXN00566,2021-08-01,2021-08,Returning,DineIn,2,AuLait,1,200,200
TXN00566,2021-08-01,2021-08,Returning,DineIn,2,AuLait,2,200,400
TXN00603,2021-08-02,2021-08,New,TakeOut,2,CinnamonRoll,2,170,340
TXN00603,2021-08-02,2021-08,New,TakeOut,2,AuLait,1,200,200
TXN00576,2021-08-02,2021-08,Returning,DineIn,2,Americano,1,120,120
TXN00576,2021-08-02,2021-08,Returning,DineIn,2,EarlGrey,1,160,160
TXN00601,2021-08-02,2021-08,New,DineIn,3,CinnamonRoll,2,170,340
TXN00601,2021-08-02,2021-08,New,DineIn,3,AuLait,1,200,200
TXN00629,2021-08-02,2021-08,Returning,DineIn,2,Americano,1,120,120
TXN00629,2021-08-02,2021-08,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00481,2021-08-02,2021-08,New,DineIn,1,CinnamonRoll,2,170,340
TXN00481,2021-08-02,2021-08,New,DineIn,1,Tiramisu,2,170,340
TXN00481,2021-08-02,2021-08,New,DineIn,1,IceDrip,1,150,150
TXN00464,2021-08-02,2021-08,Returning,DineIn,3,Sandwich,2,250,500
TXN00464,2021-08-02,2021-08,Returning,DineIn,3,Sandwich,2,250,500
TXN00585,2021-08-02,2021-08,New,DineIn,3,Sandwich,1,250,250
TXN00585,2021-08-02,2021-08,New,DineIn,3,Sandwich,1,250,250
TXN00585,2021-08-02,2021-08,New,DineIn,3,EarlGrey,1,160,160
TXN00621,2021-08-02,2021-08,Returning,DineIn,4,PourOver,2,180,360
TXN00621,2021-08-02,2021-08,Returning,DineIn,4,IceDrip,2,150,300
TXN00621,2021-08-02,2021-08,Returning,DineIn,4,CinnamonRoll,3,170,510
TXN00621,2021-08-02,2021-08,Returning,DineIn,4,ShaddockSparkling,1,160,160
TXN00471,2021-08-02,2021-08,New,TakeOut,1,Tiramisu,1,170,170
TXN00471,2021-08-02,2021-08,New,TakeOut,1,Tiramisu,1,170,170
TXN00504,2021-08-02,2021-08,New,DineIn,3,ShaddockSparkling,2,160,320
TXN00504,2021-08-02,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00504,2021-08-02,2021-08,New,DineIn,3,Tiramisu,1,170,170
TXN00512,2021-08-02,2021-08,New,DineIn,4,EarlGrey,1,160,160
TXN00512,2021-08-02,2021-08,New,DineIn,4,Sandwich,3,250,750
TXN00512,2021-08-02,2021-08,New,DineIn,4,CinnamonRoll,2,170,340
TXN00512,2021-08-02,2021-08,New,DineIn,4,CinnamonRoll,2,170,340
TXN00606,2021-08-03,2021-08,Returning,TakeOut,2,Tiramisu,2,170,340
TXN00515,2021-08-03,2021-08,Returning,DineIn,1,ShaddockSparkling,1,160,160
TXN00515,2021-08-03,2021-08,Returning,DineIn,1,ShaddockSparkling,1,160,160
TXN00515,2021-08-03,2021-08,Returning,DineIn,1,IceDrip,1,150,150
TXN00623,2021-08-03,2021-08,Returning,DineIn,4,EarlGrey,3,160,480
TXN00623,2021-08-03,2021-08,Returning,DineIn,4,CinnamonRoll,2,170,340
TXN00623,2021-08-03,2021-08,Returning,DineIn,4,Americano,1,120,120
TXN00623,2021-08-03,2021-08,Returning,DineIn,4,ShaddockSparkling,3,160,480
TXN00501,2021-08-03,2021-08,Returning,DineIn,1,Sandwich,1,250,250
TXN00501,2021-08-03,2021-08,Returning,DineIn,1,PourOver,1,180,180
TXN00501,2021-08-03,2021-08,Returning,DineIn,1,PourOver,1,180,180
TXN00494,2021-08-03,2021-08,Returning,TakeOut,2,Tiramisu,1,170,170
TXN00614,2021-08-03,2021-08,Returning,DineIn,1,Tiramisu,2,170,340
TXN00500,2021-08-03,2021-08,New,DineIn,1,IceDrip,2,150,300
TXN00503,2021-08-04,2021-08,Returning,DineIn,2,CinnamonRoll,1,170,170
TXN00503,2021-08-04,2021-08,Returning,DineIn,2,ShaddockSparkling,1,160,160
TXN00577,2021-08-04,2021-08,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00577,2021-08-04,2021-08,Returning,DineIn,1,EarlGrey,2,160,320
TXN00577,2021-08-04,2021-08,Returning,DineIn,1,EarlGrey,2,160,320
TXN00604,2021-08-04,2021-08,Returning,DineIn,2,PourOver,1,180,180
TXN00604,2021-08-04,2021-08,Returning,DineIn,2,Tiramisu,2,170,340
TXN00589,2021-08-04,2021-08,Returning,DineIn,3,Sandwich,2,250,500
TXN00589,2021-08-04,2021-08,Returning,DineIn,3,ShaddockSparkling,1,160,160
TXN00589,2021-08-04,2021-08,Returning,DineIn,3,Americano,1,120,120
TXN00630,2021-08-04,2021-08,New,DineIn,3,Sandwich,2,250,500
TXN00630,2021-08-04,2021-08,New,DineIn,3,Americano,1,120,120
TXN00624,2021-08-05,2021-08,New,TakeOut,1,CinnamonRoll,1,170,170
TXN00624,2021-08-05,2021-08,New,TakeOut,1,Americano,2,120,240
TXN00507,2021-08-05,2021-08,New,DineIn,3,CinnamonRoll,2,170,340
TXN00507,2021-08-05,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00509,2021-08-05,2021-08,Returning,DineIn,2,Tiramisu,2,170,340
TXN00509,2021-08-05,2021-08,Returning,DineIn,2,Tiramisu,2,170,340
TXN00610,2021-08-05,2021-08,New,DineIn,2,CinnamonRoll,2,170,340
TXN00610,2021-08-05,2021-08,New,DineIn,2,CinnamonRoll,2,170,340
TXN00519,2021-08-05,2021-08,New,DineIn,2,AuLait,2,200,400
TXN00519,2021-08-05,2021-08,New,DineIn,2,CinnamonRoll,2,170,340
TXN00538,2021-08-06,2021-08,Returning,DineIn,2,ShaddockSparkling,2,160,320
TXN00605,2021-08-06,2021-08,Returning,DineIn,1,Americano,2,120,240
TXN00550,2021-08-06,2021-08,Returning,TakeOut,2,CinnamonRoll,2,170,340
TXN00550,2021-08-06,2021-08,Returning,TakeOut,2,Americano,2,120,240
TXN00541,2021-08-06,2021-08,Returning,TakeOut,2,CinnamonRoll,1,170,170
TXN00541,2021-08-06,2021-08,Returning,TakeOut,2,Americano,1,120,120
TXN00496,2021-08-07,2021-08,New,DineIn,4,Tiramisu,2,170,340
TXN00496,2021-08-07,2021-08,New,DineIn,4,Sandwich,3,250,750
TXN00496,2021-08-07,2021-08,New,DineIn,4,EarlGrey,3,160,480
TXN00496,2021-08-07,2021-08,New,DineIn,4,Tiramisu,2,170,340
TXN00496,2021-08-07,2021-08,New,DineIn,4,CinnamonRoll,3,170,510
TXN00517,2021-08-07,2021-08,New,DineIn,3,CinnamonRoll,1,170,170
TXN00517,2021-08-07,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00517,2021-08-07,2021-08,New,DineIn,3,EarlGrey,1,160,160
TXN00517,2021-08-07,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00608,2021-08-07,2021-08,New,TakeOut,2,CinnamonRoll,2,170,340
TXN00455,2021-08-07,2021-08,New,DineIn,4,AuLait,3,200,600
TXN00455,2021-08-07,2021-08,New,DineIn,4,CinnamonRoll,2,170,340
TXN00455,2021-08-07,2021-08,New,DineIn,4,Tiramisu,3,170,510
TXN00455,2021-08-07,2021-08,New,DineIn,4,CinnamonRoll,3,170,510
TXN00626,2021-08-07,2021-08,Returning,DineIn,3,AuLait,2,200,400
TXN00626,2021-08-07,2021-08,Returning,DineIn,3,IceDrip,1,150,150
TXN00613,2021-08-07,2021-08,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00543,2021-08-07,2021-08,New,DineIn,1,Americano,2,120,240
TXN00488,2021-08-07,2021-08,Returning,DineIn,2,Americano,1,120,120
TXN00488,2021-08-07,2021-08,Returning,DineIn,2,EarlGrey,2,160,320
TXN00491,2021-08-08,2021-08,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00491,2021-08-08,2021-08,Returning,DineIn,3,AuLait,1,200,200
TXN00499,2021-08-08,2021-08,Returning,TakeOut,1,AuLait,1,200,200
TXN00499,2021-08-08,2021-08,Returning,TakeOut,1,AuLait,2,200,400
TXN00516,2021-08-08,2021-08,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00516,2021-08-08,2021-08,Returning,DineIn,1,Americano,1,120,120
TXN00590,2021-08-08,2021-08,New,TakeOut,2,Tiramisu,2,170,340
TXN00590,2021-08-08,2021-08,New,TakeOut,2,EarlGrey,1,160,160
TXN00628,2021-08-08,2021-08,Returning,DineIn,2,Americano,2,120,240
TXN00628,2021-08-08,2021-08,Returning,DineIn,2,Sandwich,2,250,500
TXN00628,2021-08-08,2021-08,Returning,DineIn,2,IceDrip,2,150,300
TXN00544,2021-08-09,2021-08,Returning,DineIn,1,EarlGrey,1,160,160
TXN00544,2021-08-09,2021-08,Returning,DineIn,1,ShaddockSparkling,2,160,320
TXN00544,2021-08-09,2021-08,Returning,DineIn,1,PourOver,1,180,180
TXN00557,2021-08-09,2021-08,New,DineIn,4,Americano,1,120,120
TXN00557,2021-08-09,2021-08,New,DineIn,4,AuLait,1,200,200
TXN00557,2021-08-09,2021-08,New,DineIn,4,CinnamonRoll,3,170,510
TXN00557,2021-08-09,2021-08,New,DineIn,4,ShaddockSparkling,2,160,320
TXN00506,2021-08-09,2021-08,Returning,DineIn,3,EarlGrey,2,160,320
TXN00506,2021-08-09,2021-08,Returning,DineIn,3,Americano,1,120,120
TXN00472,2021-08-10,2021-08,Returning,TakeOut,1,CinnamonRoll,2,170,340
TXN00547,2021-08-10,2021-08,Returning,TakeOut,2,Tiramisu,2,170,340
TXN00631,2021-08-10,2021-08,Returning,DineIn,2,ShaddockSparkling,1,160,160
TXN00631,2021-08-10,2021-08,Returning,DineIn,2,Americano,2,120,240
TXN00631,2021-08-10,2021-08,Returning,DineIn,2,CinnamonRoll,2,170,340
TXN00591,2021-08-10,2021-08,Returning,TakeOut,1,EarlGrey,2,160,320
TXN00602,2021-08-10,2021-08,Returning,DineIn,3,CinnamonRoll,1,170,170
TXN00602,2021-08-10,2021-08,Returning,DineIn,3,Sandwich,1,250,250
TXN00602,2021-08-10,2021-08,Returning,DineIn,3,EarlGrey,2,160,320
TXN00602,2021-08-10,2021-08,Returning,DineIn,3,Tiramisu,2,170,340
TXN00462,2021-08-10,2021-08,Returning,DineIn,1,Americano,1,120,120
TXN00462,2021-08-10,2021-08,Returning,DineIn,1,CinnamonRoll,1,170,170
TXN00582,2021-08-11,2021-08,Returning,DineIn,1,Sandwich,2,250,500
TXN00582,2021-08-11,2021-08,Returning,DineIn,1,Americano,1,120,120
TXN00582,2021-08-11,2021-08,Returning,DineIn,1,CinnamonRoll,2,170,340
TXN00580,2021-08-11,2021-08,New,DineIn,2,AuLait,2,200,400
TXN00580,2021-08-11,2021-08,New,DineIn,2,EarlGrey,2,160,320
TXN00580,2021-08-11,2021-08,New,DineIn,2,AuLait,2,200,400
TXN00474,2021-08-11,2021-08,Returning,TakeOut,1,AuLait,1,200,200
TXN00474,2021-08-11,2021-08,Returning,TakeOut,1,AuLait,2,200,400
TXN00485,2021-08-11,2021-08,Returning,TakeOut,1,IceDrip,2,150,300
TXN00456,2021-08-12,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00456,2021-08-12,2021-08,New,DineIn,3,CinnamonRoll,1,170,170
TXN00456,2021-08-12,2021-08,New,DineIn,3,Sandwich,2,250,500
TXN00542,2021-08-12,2021-08,Returning,DineIn,4,Tiramisu,1,170,170
TXN00542,2021-08-12,2021-08,Returning,DineIn,4,Americano,1,120,120
TXN00542,2021-08-12,2021-08,Returning,DineIn,4,Tiramisu,2,170,340
TXN00542,2021-08-12,2021-08,Returning,DineIn,4,AuLait,2,200,400
TXN00542,2021-08-12,2021-08,Returning,DineIn,4,Sandwich,2,250,500
TXN00528,2021-08-12,2021-08,Returning,DineIn,3,Americano,2,120,240
TXN00528,2021-08-12,2021-08,Returning,DineIn,3,AuLait,1,200,200
TXN00534,2021-08-13,2021-08,New,TakeOut,1,ShaddockSparkling,1,160,160
TXN00586,2021-08-13,2021-08,Returning,DineIn,2,Americano,2,120,240
TXN00586,2021-08-13,2021-08,Returning,DineIn,2,IceDrip,1,150,150
TXN00551,2021-08-13,2021-08,Returning,DineIn,3,Sandwich,1,250,250
TXN00551,2021-08-13,2021-08,Returning,DineIn,3,PourOver,1,180,180
TXN00551,2021-08-13,2021-08,Returning,DineIn,3,Sandwich,1,250,250
TXN00609,2021-08-13,2021-08,New,DineIn,3,Americano,2,120,240
TXN00609,2021-08-13,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00588,2021-08-13,2021-08,Returning,DineIn,4,PourOver,2,180,360
TXN00588,2021-08-13,2021-08,Returning,DineIn,4,Tiramisu,3,170,510
TXN00588,2021-08-13,2021-08,Returning,DineIn,4,Sandwich,3,250,750
TXN00522,2021-08-13,2021-08,Returning,DineIn,2,Americano,2,120,240
TXN00574,2021-08-14,2021-08,Returning,DineIn,3,Americano,1,120,120
TXN00574,2021-08-14,2021-08,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00536,2021-08-14,2021-08,New,DineIn,3,Americano,2,120,240
TXN00536,2021-08-14,2021-08,New,DineIn,3,Tiramisu,2,170,340
TXN00536,2021-08-14,2021-08,New,DineIn,3,PourOver,1,180,180
TXN00536,2021-08-14,2021-08,New,DineIn,3,EarlGrey,2,160,320
TXN00505,2021-08-14,2021-08,Returning,DineIn,3,ShaddockSparkling,2,160,320
TXN00505,2021-08-14,2021-08,Returning,DineIn,3,CinnamonRoll,2,170,340
TXN00505,2021-08-14,2021-08,Returning,DineIn,3,ShaddockSparkling,2,160,320
TXN00505,2021-08-14,2021-08,Returning,DineIn,3,IceDrip,2,150,300
TXN00461,2021-08-14,2021-08,New,DineIn,1,AuLait,2,200,400
TXN00461,2021-08-14,2021-08,New,DineIn,1,PourOver,2,180,360
TXN00461,2021-08-14,2021-08,New,DineIn,1,EarlGrey,1,160,160
TXN00457,2021-08-14,2021-08,New,DineIn,2,AuLait,2,200,400
TXN00489,2021-08-14,2021-08,New,DineIn,3,PourOver,1,180,180
TXN00489,2021-08-14,2021-08,New,DineIn,3,CinnamonRoll,2,170,340
TXN00489,2021-08-14,2021-08,New,DineIn,3,AuLait,2,200,400
TXN00521,2021-08-14,2021-08,New,DineIn,2,Tiramisu,1,170,170
TXN00521,2021-08-14,2021-08,New,DineIn,2,EarlGrey,1,160,160
TXN00521,2021-08-14,2021-08,New,DineIn,2,Tiramisu,1,170,170
TXN00612,2021-08-14,2021-08,New,DineIn,1,PourOver,2,180,360
TXN00473,2021-08-15,2021-08,Returning,DineIn,1,AuLait,1,200,200
TXN00473,2021-08-15,2021-08,Returning,DineIn,1,EarlGrey,2,160,320
TXN00473,2021-08-15,2021-08,Returning,DineIn,1,Tiramisu,1,170,170
TXN00573,2021-08-15,2021-08,Returning,DineIn,1,Tiramisu,2,170,340
TXN00573,2021-08-15,2021-08,Returning,DineIn,1,EarlGrey,1,160,160
TXN00573,2021-08-15,2021-08,Returning,DineIn,1,Americano,2,120,240
